username,date,retweets,favorites,text
cryptoknocks,2018-04-19 05:00,1,5,"BTC-MCO AskRate: 0.00185119 # Bittrex # MCO $ MCO # Monaco # altcoin # altcoins # crypto FOLLOW for PROFIT"
acarlar33,2018-04-18 07:49,1,14,"# mco # monaco # binance # 1453fatihsystem girişten sonraki 8 günde getiri orani %50+ # btcusd # cryptocurrencies # bitcoinpic.twitter.com/UVcZqKEoRA"
HonestlyCrypto,2018-04-03 06:44,1,31,"# MONACO # MCO. FINALLY! my one and only call that I’ve been worrying about is making headway in the right direction!!!!! Now I’m at 100% FOR EVERY SINGLE CALL IVE MADE. love you guys, thanks for your support pic.twitter.com/VTaSFV3DDx"
Crypt_Analytics,2018-04-03 06:21,0,0,"Bittrex - Volume changed on Monaco (BTC/MCO)! Price: 0.00067604 (+0.93%), Volume: +40.91% https://goo.gl/RWbFHj"
NoxzillaTV,2018-04-03 01:35,1,1,"If you download the @ monaco_card app you can see their Roadmap/Timeline. Every person who uses your referral grants both 10$ credit. Neat. Now, if your going to do download it now, use mine http://get.mona.co/xuLx0GA9FL $ MCO"
CryptoStatsBot,2018-04-02 21:00,0,0,"Biggest Losers (1 hr) Cube $ AUTO -3.69% Binance Coin $ BNB -3.46% Monaco $ MCO -3.07% Stellar $ XLM -2.6% Bitcore $ BTX -2.36%"
arthurlucas_94,2018-04-02 20:20,0,0,"# LiskBitcoin, # KryptoCoin Monaco 24-Hour Volume Tops $6.83 Million (CRYPTO:MCO) https://goo.gl/tTokuf pic.twitter.com/yl1IZW9gyM"
CryptoStatsBot,2018-04-02 20:00,1,0,"Biggest Gainers (1 hr) Monaco $ MCO 3.78% Nxt $ NXT 3.69% Dent $ DENT 3.09% Cryptonex $ CNX 2.44% Ardor $ ARDR 1.93%"
CoinTradingBot,2018-04-02 20:00,0,0,"Top 100 avg 1h return: 0.0±1.0%; 40 up, 59 down $ BTC -0.0% $ ETH -0.5% Best: 3.7% $ NXT @ NxtCommunity 3.1% $ DENT @ dentcoin 2.4% $ CNX @ Cryptonex_CNX Top 101-200 avg 1h return: 0.2±3.1%; 39 up, 59 down Best: 28.3% $ XP @ thebigxp 7.6% $ PPP @ PayPiePlatform 3.8% $ MCO @ monaco_card"
Bergmanndk,2018-04-02 13:58,0,0,"Dont understand why I was banned on mco discord.Because I have some other views and ask critical http://questions.It  became evident that it was obviously not allowed.Even though I believe that MCO has a good product.They just did not deliver what the crowd was asking for."
cryptoknocks,2018-04-02 03:10,0,0,"BTC-MCO AskRate: 0.00063908 # Bittrex # MCO $ MCO # Monaco # altcoin # bitcoin # cryptocurrency FOLLOW for PROFIT"
CryptoStatsBot,2018-04-01 16:00,0,0,"Biggest Losers (1 hr) Cryptonex $ CNX -3.45% ChainLink $ LINK -2.75% Monaco $ MCO -2.51% Neblio $ NEBL -2.49% IOTA $ MIOTA -2.14%"
Margare30926081,2018-04-01 15:01,0,0,"Monaco (MCO) went up 2.45% on March 31 - April..."
lover_drop,2018-04-01 03:53,0,0,"(crypto gets 4words or less)Monaco[MCO]=Cryptocurrency credit card"
